20呎標準貨櫃,來源洲,年月,目的洲,目的港,臺灣港
110,未知,2025/08,亞洲,CNTXG,TWTXG
140,未知,2025/08,亞洲,CNWNZ,TWTXG
635,未知,2025/08,亞洲,CNXIA,TWTXG
840,未知,2025/08,亞洲,CNXMN,TWTXG
120,未知,2025/08,亞洲,HKHKG,TWTXG
8,未知,2025/08,亞洲,JPKSM,TWTXG
16,未知,2025/08,亞洲,JPMOJ,TWTXG
12,未知,2025/08,亞洲,JPMYJ,TWTXG
6,未知,2025/08,亞洲,JPNGO,TWTXG
56,未知,2025/08,亞洲,JPOIT,TWTXG
32,未知,2025/08,亞洲,JPOSA,TWTXG
20,未知,2025/08,亞洲,JPSBS,TWTXG
2,未知,2025/08,亞洲,JPSMZ,TWTXG
107,未知,2025/08,亞洲,JPTYO,TWTXG
29,未知,2025/08,亞洲,JPYKK,TWTXG
12,未知,2025/08,亞洲,JPYOK,TWTXG
20,未知,2025/08,亞洲,KRKWY,TWTXG
74,未知,2025/08,亞洲,KRPUS,TWTXG
9,未知,2025/08,亞洲,KRUSN,TWTXG
120,未知,2025/08,亞洲,MYTPP,TWTXG
1,未知,2025/08,亞洲,VNCLI,TWTXG
306,未知,2025/09,亞洲,CNFOC,TWKHH
317,未知,2025/09,亞洲,CNSHG,TWKHH
40,未知,2025/09,亞洲,VNCLI,TWKHH
8,未知,2025/09,亞洲,VNHPH,TWKHH
809,未知,2025/09,亞洲,CNDLC,TWKEL
46,未知,2025/09,亞洲,CNHMP,TWKEL
618,未知,2025/09,亞洲,CNHSK,TWKEL
500,未知,2025/09,亞洲,CNJGY,TWKEL
100,未知,2025/09,亞洲,CNLYG,TWKEL
924,未知,2025/09,亞洲,CNNBO,TWKEL
2376,未知,2025/09,亞洲,CNNGB,TWKEL
6,未知,2025/09,亞洲,CNNIN,TWKEL
750,未知,2025/09,亞洲,CNNSA,TWKEL
1100,未知,2025/09,亞洲,CNNSS,TWKEL
494,未知,2025/09,亞洲,CNRZH,TWKEL
4312,未知,2025/09,亞洲,CNSHG,TWKEL
241,未知,2025/09,亞洲,CNSHG,TWKEL
854,未知,2025/09,亞洲,CNSHK,TWKEL
3138,未知,2025/09,亞洲,CNSHK,TWKEL
30,未知,2025/09,亞洲,CNSWA,TWKEL
2455,未知,2025/09,亞洲,CNTAC,TWKEL
596,未知,2025/09,亞洲,CNTCA,TWKEL
112,未知,2025/09,亞洲,CNTXG,TWKEL
1920,未知,2025/09,亞洲,CNWNZ,TWKEL
1011,未知,2025/09,亞洲,CNXMN,TWKEL
1056,未知,2025/09,亞洲,CNXNG,TWKEL
9009,未知,2025/09,亞洲,HKHKG,TWKEL
2,未知,2025/09,亞洲,JPMYJ,TWKEL
70,未知,2025/09,亞洲,JPOIT,TWKEL
2,未知,2025/09,亞洲,JPYAT,TWKEL
96,未知,2025/09,亞洲,KRPUS,TWKEL
571,未知,2025/09,大洋洲,NZLYT,TWKEL
300,未知,2025/09,大洋洲,NZNPE,TWKEL
540,未知,2025/09,大洋洲,NZTRG,TWKEL
96,未知,2025/09,大洋洲,NZWLG,TWKEL
168,未知,2025/09,亞洲,THLCH,TWKEL
222,未知,2025/09,亞洲,VNCLI,TWKEL
230,未知,2025/09,亞洲,VNCLP,TWKEL
1,未知,2025/09,亞洲,VNDAD,TWKEL
150,未知,2025/09,亞洲,VNHPH,TWKEL
64,未知,2025/09,亞洲,VNSGN,TWKEL
142,未知,2025/09,大洋洲,AUMEL,TWKHH
1182,未知,2025/09,亞洲,CNDLC,TWKHH
2019,未知,2025/09,亞洲,CNFOC,TWKHH
10,未知,2025/09,亞洲,CNFUG,TWKHH
40,未知,2025/09,亞洲,CNHMP,TWKHH
443,未知,2025/09,亞洲,CNHSK,TWKHH
241,未知,2025/09,亞洲,CNJIA,TWKHH
706,未知,2025/09,亞洲,CNJYN,TWKHH
40,未知,2025/09,亞洲,CNLYG,TWKHH
230,未知,2025/09,亞洲,CNMAW,TWKHH
1655,未知,2025/09,亞洲,CNNGB,TWKHH
91,未知,2025/09,亞洲,CNNSA,TWKHH
100,未知,2025/09,亞洲,CNNSS,TWKHH
436,未知,2025/09,亞洲,CNRZH,TWKHH
1573,未知,2025/09,亞洲,CNSHG,TWKHH
584,未知,2025/09,亞洲,CNSHK,TWKHH
1461,未知,2025/09,亞洲,CNSHK,TWKHH
106,未知,2025/09,亞洲,CNSWA,TWKHH
634,未知,2025/09,亞洲,CNTAC,TWKHH
3,未知,2025/09,亞洲,CNTAO,TWKHH
138,未知,2025/09,亞洲,CNTCA,TWKHH
308,未知,2025/09,亞洲,CNTXG,TWKHH
140,未知,2025/09,亞洲,CNWNZ,TWKHH
90,未知,2025/09,亞洲,CNXGG,TWKHH
3261,未知,2025/09,亞洲,CNXMN,TWKHH
4687,未知,2025/09,亞洲,HKHKG,TWKHH
480,未知,2025/09,亞洲,HKHKM,TWKHH
42,未知,2025/09,亞洲,JPHKT,TWKHH
67,未知,2025/09,亞洲,JPMOJ,TWKHH
24,未知,2025/09,亞洲,JPMYJ,TWKHH
6,未知,2025/09,亞洲,JPNGO,TWKHH
4,未知,2025/09,亞洲,JPOIT,TWKHH
2,未知,2025/09,亞洲,JPOSA,TWKHH
8,未知,2025/09,亞洲,JPSBS,TWKHH
49,未知,2025/09,亞洲,JPTKY,TWKHH
42,未知,2025/09,亞洲,JPUKB,TWKHH
2,未知,2025/09,亞洲,JPYAT,TWKHH
16,未知,2025/09,亞洲,JPYOK,TWKHH
27,未知,2025/09,亞洲,KRBNP,TWKHH
800,未知,2025/09,亞洲,KRICH,TWKHH
381,未知,2025/09,亞洲,KRINC,TWKHH
552,未知,2025/09,亞洲,KRPUS,TWKHH
14,未知,2025/09,亞洲,KRUSN,TWKHH
24,未知,2025/09,亞洲,MYPKG,TWKHH
150,未知,2025/09,亞洲,MYTPP,TWKHH
4,未知,2025/09,歐洲,NLRTM,TWKHH
220,未知,2025/09,大洋洲,NZLYT,TWKHH
94,未知,2025/09,大洋洲,NZNPE,TWKHH
218,未知,2025/09,大洋洲,NZTRG,TWKHH
4,未知,2025/09,亞洲,PHMNS,TWKHH
923,未知,2025/09,亞洲,SGSIN,TWKHH
266,未知,2025/09,亞洲,THLCB,TWKHH
491,未知,2025/09,亞洲,THLCH,TWKHH
30,未知,2025/09,北美洲,USORF,TWKHH
100,未知,2025/09,北美洲,USSEA,TWKHH
542,未知,2025/09,亞洲,VNCLI,TWKHH
543,未知,2025/09,亞洲,VNCLP,TWKHH
92,未知,2025/09,亞洲,VNDAD,TWKHH
334,未知,2025/09,亞洲,VNHPH,TWKHH
1998,未知,2025/09,亞洲,VNVUT,TWKHH
30,未知,2025/09,亞洲,JPOIT,TWKEL
2,未知,2025/09,亞洲,JPYAT,TWKEL
40,未知,2025/09,亞洲,KRPUS,TWKEL
200,未知,2025/09,南美洲,CLVAL,TWKHH
422,未知,2025/09,亞洲,CNDLI,TWKHH
2301,未知,2025/09,亞洲,CNFZU,TWKHH
5,未知,2025/09,亞洲,CNJIA,TWKHH
308,未知,2025/09,亞洲,CNQND,TWKHH
1954,未知,2025/09,亞洲,CNRZH,TWKHH
1865,未知,2025/09,亞洲,CNXGA,TWKHH
1512,未知,2025/09,亞洲,CNXHK,TWKHH
1170,未知,2025/09,亞洲,CNXSM,TWKHH
2591,未知,2025/09,亞洲,CNXTH,TWKHH
1524,未知,2025/09,亞洲,CNYJG,TWKHH
6588,未知,2025/09,亞洲,HKHKG,TWKHH
28,未知,2025/09,亞洲,IDDKT,TWKHH
6,未知,2025/09,亞洲,IDSUB,TWKHH
17,未知,2025/09,亞洲,JPHKT,TWKHH
24,未知,2025/09,亞洲,JPKBE,TWKHH
32,未知,2025/09,亞洲,JPNGY,TWKHH
1,未知,2025/09,亞洲,JPSMZ,TWKHH
9,未知,2025/09,亞洲,JPYKH,TWKHH
2120,未知,2025/09,亞洲,KRICH,TWKHH
123,未知,2025/09,亞洲,KRKPQ,TWKHH
720,未知,2025/09,亞洲,KRPUS,TWKHH
50,未知,2025/09,亞洲,PHGTC,TWKHH
14,未知,2025/09,亞洲,SADMN,TWKHH
1056,未知,2025/09,亞洲,THLCH,TWKHH
16,未知,2025/09,北美洲,USBAL,TWKHH
10,未知,2025/09,北美洲,USNFK,TWKHH
4,未知,2025/09,北美洲,USSVN,TWKHH
4,未知,2025/09,北美洲,USTCM,TWKHH
62,未知,2025/09,亞洲,VNDNG,TWKHH
700,未知,2025/09,亞洲,VNHCM,TWKHH
4,未知,2025/09,亞洲,JPMYJ,TWTXG
78,未知,2025/09,亞洲,CNDLC,TWTXG
72,未知,2025/09,亞洲,CNJGY,TWTXG
58,未知,2025/09,亞洲,CNNGB,TWTXG
31,未知,2025/09,亞洲,CNRZH,TWTXG
31,未知,2025/09,亞洲,CNSHG,TWTXG
66,未知,2025/09,亞洲,CNTSN,TWTXG
228,未知,2025/09,亞洲,CNTXG,TWTXG
100,未知,2025/09,亞洲,CNFOC,TWTPE
960,未知,2025/09,亞洲,CNNGB,TWTPE
1050,未知,2025/09,亞洲,CNNSS,TWTPE
740,未知,2025/09,亞洲,CNSHG,TWTPE
1028,未知,2025/09,亞洲,CNSHK,TWTPE
510,未知,2025/09,亞洲,CNXMN,TWTPE
116,未知,2025/09,亞洲,HKHKG,TWTPE
59,未知,2025/09,亞洲,JPHKT,TWTPE
43,未知,2025/09,亞洲,JPMOJ,TWTPE
9,未知,2025/09,亞洲,JPNGO,TWTPE
17,未知,2025/09,亞洲,JPOSA,TWTPE
79,未知,2025/09,亞洲,JPTKY,TWTPE
31,未知,2025/09,亞洲,JPUKB,TWTPE
12,未知,2025/09,亞洲,JPYKK,TWTPE
7,未知,2025/09,亞洲,JPYOK,TWTPE
2,未知,2025/09,亞洲,KRICH,TWTPE
6,未知,2025/09,亞洲,KRINC,TWTPE
5,未知,2025/09,亞洲,KRPUS,TWTPE
32,未知,2025/09,亞洲,KRUSN,TWTPE
2,未知,2025/09,亞洲,MYPEN,TWTPE
132,未知,2025/09,亞洲,VNCLI,TWTPE
40,未知,2025/09,亞洲,VNSGN,TWTPE
132,未知,2025/09,亞洲,CNDLC,TWTXG
74,未知,2025/09,亞洲,CNFUZ,TWTXG
72,未知,2025/09,亞洲,CNHMP,TWTXG
50,未知,2025/09,亞洲,CNHSK,TWTXG
70,未知,2025/09,亞洲,CNJGY,TWTXG
240,未知,2025/09,亞洲,CNJIA,TWTXG
48,未知,2025/09,亞洲,CNLYG,TWTXG
180,未知,2025/09,亞洲,CNMAW,TWTXG
1235,未知,2025/09,亞洲,CNNGB,TWTXG
78,未知,2025/09,亞洲,CNRZH,TWTXG
2021,未知,2025/09,亞洲,CNSHG,TWTXG
30,未知,2025/09,亞洲,CNSHK,TWTXG
40,未知,2025/09,亞洲,CNSHK,TWTXG
40,未知,2025/09,亞洲,CNSWA,TWTXG
520,未知,2025/09,亞洲,CNTAC,TWTXG
22,未知,2025/09,亞洲,CNTSN,TWTXG
40,未知,2025/09,亞洲,CNTXG,TWTXG
280,未知,2025/09,亞洲,CNWNZ,TWTXG
117,未知,2025/09,亞洲,CNXIA,TWTXG
392,未知,2025/09,亞洲,CNXMN,TWTXG
59,未知,2025/09,歐洲,GBSUA,TWTXG
213,未知,2025/09,亞洲,HKHKG,TWTXG
21,未知,2025/09,亞洲,JPMOJ,TWTXG
5,未知,2025/09,亞洲,JPNGO,TWTXG
6,未知,2025/09,亞洲,JPOIT,TWTXG
22,未知,2025/09,亞洲,JPOSA,TWTXG
74,未知,2025/09,亞洲,JPTYO,TWTXG
18,未知,2025/09,亞洲,JPYKK,TWTXG
107,未知,2025/09,亞洲,KRPUS,TWTXG
18,未知,2025/09,亞洲,KRUSN,TWTXG
2,未知,2025/09,亞洲,SGSIN,TWTXG
4,未知,2025/09,亞洲,THLCH,TWTXG
66,未知,2025/09,亞洲,VNCLP,TWTXG
160,未知,2025/10,亞洲,CNSHG,TWKHH
38,未知,2025/10,亞洲,CNXGG,TWKHH
20,未知,2025/10,亞洲,VNDAD,TWKHH
300,未知,2025/10,亞洲,VNHPH,TWKHH
104,未知,2025/10,南美洲,CLVAP,TWKEL
666,未知,2025/10,亞洲,CNDLC,TWKEL
12,未知,2025/10,亞洲,CNHMP,TWKEL
31,未知,2025/10,亞洲,CNHSK,TWKEL
150,未知,2025/10,亞洲,CNJGY,TWKEL
278,未知,2025/10,亞洲,CNLYG,TWKEL
268,未知,2025/10,亞洲,CNNBO,TWKEL
2630,未知,2025/10,亞洲,CNNGB,TWKEL
968,未知,2025/10,亞洲,CNNSA,TWKEL
496,未知,2025/10,亞洲,CNNSS,TWKEL
625,未知,2025/10,亞洲,CNRZH,TWKEL
1659,未知,2025/10,亞洲,CNSHG,TWKEL
217,未知,2025/10,亞洲,CNSHG,TWKEL
753,未知,2025/10,亞洲,CNSHK,TWKEL
2848,未知,2025/10,亞洲,CNSHK,TWKEL
772,未知,2025/10,亞洲,CNSWA,TWKEL
972,未知,2025/10,亞洲,CNTAC,TWKEL
12,未知,2025/10,亞洲,CNTSN,TWKEL
26,未知,2025/10,亞洲,CNTXG,TWKEL
1300,未知,2025/10,亞洲,CNWNZ,TWKEL
39,未知,2025/10,亞洲,CNXGG,TWKEL
72,未知,2025/10,亞洲,CNXMN,TWKEL
9424,未知,2025/10,亞洲,HKHKG,TWKEL
18,未知,2025/10,亞洲,JPMYJ,TWKEL
44,未知,2025/10,亞洲,JPOIT,TWKEL
20,未知,2025/10,亞洲,JPUKB,TWKEL
2,未知,2025/10,亞洲,JPYAT,TWKEL
262,未知,2025/10,亞洲,KRPUS,TWKEL
4,未知,2025/10,亞洲,MYPKG,TWKEL
71,未知,2025/10,大洋洲,NZLYT,TWKEL
25,未知,2025/10,大洋洲,NZNPE,TWKEL
210,未知,2025/10,大洋洲,NZTRG,TWKEL
312,未知,2025/10,大洋洲,NZWLG,TWKEL
13,未知,2025/10,亞洲,VNCLI,TWKEL
161,未知,2025/10,亞洲,VNCLP,TWKEL
10,未知,2025/10,亞洲,VNDAD,TWKEL
40,未知,2025/10,亞洲,VNHCM,TWKEL
626,未知,2025/10,亞洲,VNHPH,TWKEL
150,未知,2025/10,亞洲,VNSGN,TWKEL
28,未知,2025/10,大洋洲,AUBNE,TWKHH
70,未知,2025/10,大洋洲,AUMEL,TWKHH
546,未知,2025/10,亞洲,CNDLC,TWKHH
250,未知,2025/10,亞洲,CNDLI,TWKHH
666,未知,2025/10,亞洲,CNFOC,TWKHH
370,未知,2025/10,亞洲,CNFZU,TWKHH
128,未知,2025/10,亞洲,CNHMP,TWKHH
207,未知,2025/10,亞洲,CNHSK,TWKHH
416,未知,2025/10,亞洲,CNJIA,TWKHH
282,未知,2025/10,亞洲,CNJYN,TWKHH
36,未知,2025/10,亞洲,CNLYG,TWKHH
774,未知,2025/10,亞洲,CNMAW,TWKHH
595,未知,2025/10,亞洲,CNNGB,TWKHH
179,未知,2025/10,亞洲,CNNSA,TWKHH
420,未知,2025/10,亞洲,CNNSS,TWKHH
313,未知,2025/10,亞洲,CNRZH,TWKHH
1116,未知,2025/10,亞洲,CNSHG,TWKHH
354,未知,2025/10,亞洲,CNSHK,TWKHH
1184,未知,2025/10,亞洲,CNSHK,TWKHH
192,未知,2025/10,亞洲,CNSWA,TWKHH
330,未知,2025/10,亞洲,CNTAC,TWKHH
206,未知,2025/10,亞洲,CNTXG,TWKHH
751,未知,2025/10,亞洲,CNXGA,TWKHH
30,未知,2025/10,亞洲,CNXGG,TWKHH
1999,未知,2025/10,亞洲,CNXMN,TWKHH
240,未知,2025/10,南美洲,ECGYE,TWKHH
4956,未知,2025/10,亞洲,HKHKG,TWKHH
3,未知,2025/10,亞洲,JPMOJ,TWKHH
34,未知,2025/10,亞洲,JPMYJ,TWKHH
9,未知,2025/10,亞洲,JPNGO,TWKHH
1,未知,2025/10,亞洲,JPOIT,TWKHH
4,未知,2025/10,亞洲,JPOSA,TWKHH
10,未知,2025/10,亞洲,JPSBS,TWKHH
1,未知,2025/10,亞洲,JPSMZ,TWKHH
36,未知,2025/10,亞洲,JPTKY,TWKHH
8,未知,2025/10,亞洲,JPUKB,TWKHH
12,未知,2025/10,亞洲,JPYKK,TWKHH
7,未知,2025/10,亞洲,JPYOK,TWKHH
96,未知,2025/10,亞洲,KRBNP,TWKHH
831,未知,2025/10,亞洲,KRPUS,TWKHH
16,未知,2025/10,亞洲,KRUSN,TWKHH
2,未知,2025/10,亞洲,MYPGU,TWKHH
430,未知,2025/10,亞洲,MYTPP,TWKHH
132,未知,2025/10,大洋洲,NZLYT,TWKHH
20,未知,2025/10,大洋洲,NZNPE,TWKHH
200,未知,2025/10,亞洲,PHDVO,TWKHH
490,未知,2025/10,亞洲,SGSIN,TWKHH
2,未知,2025/10,歐洲,SIKOP,TWKHH
70,未知,2025/10,亞洲,THBKK,TWKHH
20,未知,2025/10,亞洲,THLCB,TWKHH
30,未知,2025/10,亞洲,THLCH,TWKHH
16,未知,2025/10,北美洲,USHOU,TWKHH
12,未知,2025/10,北美洲,USLAX,TWKHH
10,未知,2025/10,北美洲,USORF,TWKHH
230,未知,2025/10,北美洲,USSEA,TWKHH
100,未知,2025/10,北美洲,USTIW,TWKHH
1782,未知,2025/10,亞洲,VNCLI,TWKHH
502,未知,2025/10,亞洲,VNCLP,TWKHH
35,未知,2025/10,亞洲,VNDAD,TWKHH
359,未知,2025/10,亞洲,VNHPH,TWKHH
318,未知,2025/10,亞洲,VNSGN,TWKHH
937,未知,2025/10,亞洲,VNVUT,TWKHH
80,未知,2025/10,亞洲,CNJGY,TWKEL
140,未知,2025/10,亞洲,CNSHG,TWKEL
180,未知,2025/10,亞洲,CNWNZ,TWKEL
146,未知,2025/10,亞洲,CNXMN,TWKEL
1290,未知,2025/10,亞洲,CNDLI,TWKHH
1748,未知,2025/10,亞洲,CNFZU,TWKHH
555,未知,2025/10,亞洲,CNNBO,TWKHH
1080,未知,2025/10,亞洲,CNRZH,TWKHH
40,未知,2025/10,亞洲,CNSHG,TWKHH
39,未知,2025/10,亞洲,CNSHG,TWKHH
316,未知,2025/10,亞洲,CNXGA,TWKHH
1563,未知,2025/10,亞洲,CNXHK,TWKHH
1151,未知,2025/10,亞洲,CNXSM,TWKHH
2,未知,2025/10,亞洲,CNXTH,TWKHH
1450,未知,2025/10,亞洲,CNYJG,TWKHH
9516,未知,2025/10,亞洲,HKHKG,TWKHH
42,未知,2025/10,亞洲,IDSUB,TWKHH
560,未知,2025/10,亞洲,INNXV,TWKHH
43,未知,2025/10,亞洲,JPHKT,TWKHH
4,未知,2025/10,亞洲,JPIWU,TWKHH
7,未知,2025/10,亞洲,JPKBE,TWKHH
2,未知,2025/10,亞洲,JPNGY,TWKHH
1,未知,2025/10,亞洲,JPYKH,TWKHH
1800,未知,2025/10,亞洲,KRICH,TWKHH
444,未知,2025/10,亞洲,KRKPQ,TWKHH
1388,未知,2025/10,亞洲,KRPUS,TWKHH
1,未知,2025/10,亞洲,MYPEN,TWKHH
1,未知,2025/10,亞洲,MYPTP,TWKHH
1,未知,2025/10,亞洲,PHMNL,TWKHH
7,未知,2025/10,亞洲,SGSGP,TWKHH
840,未知,2025/10,亞洲,THLCH,TWKHH
14,未知,2025/10,北美洲,USBAL,TWKHH
32,未知,2025/10,北美洲,USLAX,TWKHH
6,未知,2025/10,北美洲,USNFK,TWKHH
100,未知,2025/10,北美洲,USTCM,TWKHH
300,未知,2025/10,亞洲,VNDNG,TWKHH
170,未知,2025/10,亞洲,VNHCM,TWKHH
122,未知,2025/10,亞洲,VNHPG,TWKHH
40,未知,2025/10,亞洲,CNWNZ,TWTXG
100,未知,2025/10,亞洲,CNXMN,TWTXG
40,未知,2025/10,亞洲,CNDLC,TWTXG
60,未知,2025/10,亞洲,CNJGY,TWTXG
238,未知,2025/10,亞洲,CNNGB,TWTXG
70,未知,2025/10,亞洲,CNRZH,TWTXG
55,未知,2025/10,亞洲,CNSHG,TWTXG
28,未知,2025/10,亞洲,CNTSN,TWTXG
22,未知,2025/10,亞洲,CNTXG,TWTXG
36,未知,2025/10,亞洲,CNXMN,TWTXG
150,未知,2025/10,亞洲,CNDLC,TWTPE
200,未知,2025/10,亞洲,CNFOC,TWTPE
80,未知,2025/10,亞洲,CNJIA,TWTPE
20,未知,2025/10,亞洲,CNMAW,TWTPE
2,未知,2025/10,亞洲,CNNBO,TWTPE
368,未知,2025/10,亞洲,CNNGB,TWTPE
430,未知,2025/10,亞洲,CNNSS,TWTPE
625,未知,2025/10,亞洲,CNSHG,TWTPE
1123,未知,2025/10,亞洲,CNSHK,TWTPE
140,未知,2025/10,亞洲,CNTAO,TWTPE
250,未知,2025/10,亞洲,CNTXG,TWTPE
66,未知,2025/10,亞洲,CNXHT,TWTPE
211,未知,2025/10,亞洲,CNXMN,TWTPE
46,未知,2025/10,亞洲,HKHKG,TWTPE
158,未知,2025/10,亞洲,JPHKT,TWTPE
44,未知,2025/10,亞洲,JPMOJ,TWTPE
37,未知,2025/10,亞洲,JPNGO,TWTPE
6,未知,2025/10,亞洲,JPSMZ,TWTPE
22,未知,2025/10,亞洲,JPTKY,TWTPE
2,未知,2025/10,亞洲,JPTYO,TWTPE
13,未知,2025/10,亞洲,JPUKB,TWTPE
21,未知,2025/10,亞洲,JPYKK,TWTPE
55,未知,2025/10,亞洲,JPYOK,TWTPE
5,未知,2025/10,亞洲,KRPUS,TWTPE
13,未知,2025/10,亞洲,KRUSN,TWTPE
1,未知,2025/10,亞洲,MYPGU,TWTPE
2,未知,2025/10,亞洲,MYPKG,TWTPE
80,未知,2025/10,亞洲,VNCLI,TWTPE
70,未知,2025/10,亞洲,VNHPG,TWTPE
70,未知,2025/10,亞洲,VNHPH,TWTPE
130,未知,2025/10,亞洲,VNTCT,TWTPE
134,未知,2025/10,亞洲,CNDLC,TWTXG
156,未知,2025/10,亞洲,CNHMP,TWTXG
241,未知,2025/10,亞洲,CNJGY,TWTXG
47,未知,2025/10,亞洲,CNLYG,TWTXG
104,未知,2025/10,亞洲,CNMAW,TWTXG
544,未知,2025/10,亞洲,CNNGB,TWTXG
160,未知,2025/10,亞洲,CNNSA,TWTXG
353,未知,2025/10,亞洲,CNRZH,TWTXG
796,未知,2025/10,亞洲,CNSHG,TWTXG
83,未知,2025/10,亞洲,CNSHK,TWTXG
