origin_ym,target_ym,port,history_n,enough_history,next_history_n,empty_in,empty_out,throughput,empty_net,roll3_empty_net,positive_net_streak,pressure_flow_raw,pressure_net_raw,pressure_roll_raw,pressure_index,next_high_pressure_flag,next_pressure_status,eligible_official,eligible_warmup,window,window_note,model,model_note,forecast_score,rank_within_origin,top1_flag,top2_flag
202507,202508,高雄港,7,TRUE,8,67092,52806,731295.5,14286,17346.666666666668,7,0.09174403507200578,0.01953519473318241,0.02372046138211799,0.33999999999999997,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.64,2,FALSE,TRUE
202507,202508,臺北港,7,TRUE,8,4324,8554,123743.75,-4230,-2985.3333333333335,0,0.03494317894843174,0,0,0.07333333333333333,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.07333333333333333,3,FALSE,FALSE
202507,202508,基隆港,7,TRUE,8,1380,30250,135946.75,-28870,-29589,0,0.01015103340094559,0,0,0,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0,4,FALSE,FALSE
202508,202509,臺中港,8,TRUE,9,13444,7876,139444,5568,5629,8,0.09641146266601648,0.0399300077450446,0.04036745933851582,0.7085714285714285,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",1.0085714285714285,1,TRUE,TRUE
202508,202509,高雄港,8,TRUE,9,70142,57855,762628,12287,12481.666666666666,8,0.09197406861536686,0.01611139375947382,0.01636665145610529,0.2114285714285714,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.5114285714285715,2,FALSE,TRUE
202508,202509,基隆港,8,TRUE,9,2430,33095,139112,-30665,-29370.666666666668,0,0.01746793950198401,0,0,0.15714285714285714,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.15714285714285714,3,FALSE,FALSE
202508,202509,臺北港,8,TRUE,9,3206,6951,117768.5,-3745,-3562.6666666666665,0,0.02722289916233967,0,0,0.03142857142857142,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.03142857142857142,4,FALSE,FALSE
202509,202510,臺中港,9,TRUE,10,11343,6864,126648.75,4479,5638.666666666667,9,0.08956266840375447,0.03536552867675362,0.04452208700572779,0.59,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.89,1,TRUE,TRUE
202509,202510,臺北港,9,TRUE,10,7833,4980,107584.75,2853,-1707.3333333333337,1,0.07280771670706118,0.02651862833719463,0,0.615,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.665,2,FALSE,TRUE
202509,202510,高雄港,9,TRUE,10,63211,54976,695856.25,8235,11602.666666666666,9,0.09083916397962942,0.01183434078518372,0.01667394187616575,0.0775,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.37750000000000006,3,FALSE,FALSE
202509,202510,基隆港,9,TRUE,10,2329,35041,134993,-32712,-30749,0,0.01725274643870423,0,0,0.1375,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.1375,4,FALSE,FALSE
202510,202511,高雄港,10,TRUE,11,68373,48556,704490.25,19817,13446.333333333334,10,0.0970531529712441,0.02812955892576228,0.01908661380811634,0.54,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.8400000000000001,1,TRUE,TRUE
202510,202511,臺中港,10,TRUE,11,10016,5511,124361.5,4505,4850.666666666667,10,0.08053939523083913,0.03622503749150661,0.03900456867010021,0.5022222222222221,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.8022222222222222,2,FALSE,TRUE
202510,202511,基隆港,10,TRUE,11,2527,26836,124129.75,-24309,-29228.666666666668,0,0.0203577305198794,0,0,0.1711111111111111,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.1711111111111111,3,FALSE,FALSE
202510,202511,臺北港,10,TRUE,11,4013,4440,113001,-427,-439.6666666666668,0,0.03551296006230033,0,0,0.09777777777777776,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.09777777777777776,4,FALSE,FALSE
202511,202512,臺北港,11,TRUE,12,7765,3736,121710.5,4029,2151.6666666666665,1,0.06379893271328275,0.03310314229257131,0.01767856238095042,0.8140000000000001,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.8640000000000001,1,TRUE,TRUE
202511,202512,臺中港,11,TRUE,12,10475,5543,129488.5,4932,4638.666666666667,11,0.08089521463295968,0.03808832444580021,0.03582300101295997,0.498,TRUE,高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.798,2,FALSE,TRUE
202511,202512,高雄港,11,TRUE,12,50592,49338,697826.25,1254,9768.666666666666,11,0.07249942231321908,0.00179700892593249,0.0139987090864906,0,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0.30000000000000004,3,FALSE,FALSE
202511,202512,基隆港,11,TRUE,12,1350,26356,136588.25,-25006,-27342.333333333332,0,0.00988371986609389,0,0,0,FALSE,非高壓力港,TRUE,TRUE,official,正式口徑：來源月 history_n >= 3，且可觀察下一月結果。,pressure_index_streak_boost,"在 pressure_index 上加入連續淨流入月數加權：pressure_index + 0.05 * pmin(positive_net_streak, 6)",0,4,FALSE,FALSE
202502,202503,高雄港,2,FALSE,3,71397,44013,693319.75,27384,20512,2,0.10297845979434452,0.03949692764413533,0.02958519499841162,1,TRUE,高壓力港,FALSE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,1,1,TRUE,TRUE
202502,202503,臺北港,2,FALSE,3,8091,3290,100157.25,4801,409.5,1,0.08078296878159094,0.04793462280563813,0.0040885707225388,1,FALSE,非高壓力港,FALSE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,1,2,FALSE,TRUE
202502,202503,基隆港,2,FALSE,3,1671,20761,104992.75,-19090,-28227.5,0,0.0159153846337009,0,0,0.22,FALSE,非高壓力港,FALSE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.22,3,FALSE,FALSE
202502,202503,臺中港,2,FALSE,3,6222,5935,108321.75,287,1285,2,0.05743998781408166,0.00264951406342678,0.01186280686934987,0,TRUE,高壓力港,FALSE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0,4,FALSE,FALSE
202503,202504,臺中港,3,TRUE,4,10585,6574,140307.75,4011,2193.6666666666665,3,0.07544130669902412,0.02858715929804305,0.01563467924378137,0.7999999999999999,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.7999999999999999,1,TRUE,TRUE
202503,202504,高雄港,3,TRUE,4,81063,55625,791883.25,25438,22154,3,0.10236736286567497,0.03212342223427506,0.0279763462606388,0.5,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.5,2,FALSE,TRUE
202503,202504,基隆港,3,TRUE,4,2840,32596,136081.75,-29756,-28737,0,0.02086980803818293,0,0,0.22,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.22,3,FALSE,FALSE
202503,202504,臺北港,3,TRUE,4,3757,6981,131944.25,-3224,-801.6666666666666,0,0.02847414722505906,0,0,0.11,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.11,4,FALSE,FALSE
202504,202505,臺中港,4,TRUE,5,14514,8551,134071.5,5963,3420.3333333333335,4,0.10825566954945684,0.04447626825984643,0.0255112632687285,1,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,1,1,TRUE,TRUE
202504,202505,臺北港,4,TRUE,5,11784,7100,120731.25,4684,2087,1,0.09760521820158408,0.03879691463477765,0.01728632810477817,0.8,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.8,2,FALSE,TRUE
202504,202505,高雄港,4,TRUE,5,74523,53541,736143,20982,24601.333333333332,4,0.10123440690191989,0.02850261430184081,0.03341923149895242,0.4533333333333333,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.4533333333333333,3,FALSE,FALSE
202504,202505,基隆港,4,TRUE,5,1860,29504,139028.75,-27644,-25496.666666666668,0,0.01337852782248276,0,0,0.07333333333333333,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.07333333333333333,4,FALSE,FALSE
202505,202506,臺中港,5,TRUE,6,15646,10150,143425.5,5496,5156.666666666667,5,0.10908799341818574,0.03831954568748235,0.03595362516893207,0.8499999999999999,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.8499999999999999,1,TRUE,TRUE
202505,202506,高雄港,5,TRUE,6,69228,42346,760686.5,26882,24434,5,0.09100726777719864,0.0353391311663872,0.03212098545195688,0.64,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.64,2,FALSE,TRUE
202505,202506,基隆港,5,TRUE,6,2999,34319,141255.5,-31320,-29573.333333333332,0,0.02123103171203953,0,0,0.22,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.22,3,FALSE,FALSE
202505,202506,臺北港,5,TRUE,6,6801,8814,130724.75,-2013,-184.33333333333343,0,0.05202534332634027,0,0,0.11,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.11,4,FALSE,FALSE
202506,202507,臺中港,6,TRUE,7,11980,7530,139288.5,4450,5303,6,0.08600853623953161,0.03194807898713821,0.03807205907163908,0.628,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.628,1,TRUE,TRUE
202506,202507,基隆港,6,TRUE,7,2296,30873,136769.5,-28577,-29180.333333333332,0,0.01678736852880211,0,0,0.132,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.132,2,FALSE,TRUE
202506,202507,臺北港,6,TRUE,7,5152,7865,129791.5,-2713,-14,0,0.03969443299445649,0,0,0.08800000000000001,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.08800000000000001,3,FALSE,FALSE
202506,202507,高雄港,6,TRUE,7,66615,55743,754069,10872,19578.666666666668,6,0.08834072213550749,0.01441777874438546,0.02596402539643808,0.08,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.08,4,FALSE,FALSE
202507,202508,臺中港,7,TRUE,8,13488,6619,129173.25,6869,5605,7,0.10441790386167414,0.0531766445452135,0.04339133682863905,0.9266666666666664,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.9266666666666664,1,TRUE,TRUE
202507,202508,高雄港,7,TRUE,8,67092,52806,731295.5,14286,17346.666666666668,7,0.09174403507200578,0.01953519473318241,0.02372046138211799,0.33999999999999997,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.33999999999999997,2,FALSE,TRUE
202507,202508,臺北港,7,TRUE,8,4324,8554,123743.75,-4230,-2985.3333333333335,0,0.03494317894843174,0,0,0.07333333333333333,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.07333333333333333,3,FALSE,FALSE
202507,202508,基隆港,7,TRUE,8,1380,30250,135946.75,-28870,-29589,0,0.01015103340094559,0,0,0,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0,4,FALSE,FALSE
202508,202509,臺中港,8,TRUE,9,13444,7876,139444,5568,5629,8,0.09641146266601648,0.0399300077450446,0.04036745933851582,0.7085714285714285,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.7085714285714285,1,TRUE,TRUE
202508,202509,高雄港,8,TRUE,9,70142,57855,762628,12287,12481.666666666666,8,0.09197406861536686,0.01611139375947382,0.01636665145610529,0.2114285714285714,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.2114285714285714,2,FALSE,TRUE
202508,202509,基隆港,8,TRUE,9,2430,33095,139112,-30665,-29370.666666666668,0,0.01746793950198401,0,0,0.15714285714285714,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.15714285714285714,3,FALSE,FALSE
202508,202509,臺北港,8,TRUE,9,3206,6951,117768.5,-3745,-3562.6666666666665,0,0.02722289916233967,0,0,0.03142857142857142,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.03142857142857142,4,FALSE,FALSE
202509,202510,臺北港,9,TRUE,10,7833,4980,107584.75,2853,-1707.3333333333337,1,0.07280771670706118,0.02651862833719463,0,0.615,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.615,1,TRUE,TRUE
202509,202510,臺中港,9,TRUE,10,11343,6864,126648.75,4479,5638.666666666667,9,0.08956266840375447,0.03536552867675362,0.04452208700572779,0.59,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.59,2,FALSE,TRUE
202509,202510,基隆港,9,TRUE,10,2329,35041,134993,-32712,-30749,0,0.01725274643870423,0,0,0.1375,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.1375,3,FALSE,FALSE
202509,202510,高雄港,9,TRUE,10,63211,54976,695856.25,8235,11602.666666666666,9,0.09083916397962942,0.01183434078518372,0.01667394187616575,0.0775,TRUE,高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.0775,4,FALSE,FALSE
202510,202511,高雄港,10,TRUE,11,68373,48556,704490.25,19817,13446.333333333334,10,0.0970531529712441,0.02812955892576228,0.01908661380811634,0.54,FALSE,非高壓力港,TRUE,TRUE,warmup_included,暖機納入：允許 2025-02 作為來源月，但要求目標月已進入 history_n >= 3。,baseline_pressure_index,直接用當月 pressure_index 當下月風險排序,0.54,1,TRUE,TRUE
