,空實櫃別,總計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,實櫃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,空櫃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年08月,,741029,3,313678,425937,1411,81584,-,32659,48797,128,486475,3,206079,279356,1037,92708,-,42566,50077,65,80097,-,32267,47649,181,165,-,107,58,-,632644,1,268633,363242,768,63248,-,26665,36516,67,420037,1,175965,243462,609,78289,-,36159,42097,33,71018,-,29808,41151,59,52,-,36,16,-,108385,2,45045,62695,643,18336,-,5994,12281,61,66438,2,30114,35894,428,14419,-,6407,7980,32,9079,-,2459,6498,122,113,-,71,42,-
112年09月,,739038,1,311769,426137,1131,79883,-,31572,48245,66,495525,1,206756,287835,933,88732,-,40081,48609,42,74828,-,33324,41414,90,70,-,36,34,-,632943,1,268072,364235,635,60518,-,25393,35090,35,429285,1,178096,250655,533,75689,-,34712,40946,31,67399,-,29835,37528,36,52,-,36,16,-,106095,-,43697,61902,496,19365,-,6179,13155,31,66240,-,28660,37180,400,13043,-,5369,7663,11,7429,-,3489,3886,54,18,-,-,18,-
112年10月,,712296,3,301339,409573,1381,79096,-,31611,47404,81,471109,3,199028,271009,1069,86380,-,38111,48184,85,75612,-,32553,42913,146,99,-,36,63,-,607468,1,257254,349620,593,59900,-,25357,34509,34,408034,1,169593,237968,472,73051,-,32758,40252,41,66444,-,29546,36852,46,39,-,-,39,-,104828,2,44085,59953,788,19196,-,6254,12895,47,63075,2,29435,33041,597,13329,-,5353,7932,44,9168,-,3007,6061,100,60,-,36,24,-
112年11月,,722601,1,306272,414972,1356,83352,-,33457,49754,141,471115,1,200036,270000,1078,90393,-,40371,49949,73,77688,-,32408,45216,64,53,-,-,53,-,613007,1,261955,350373,678,63110,-,26805,36231,74,407405,1,171462,235412,530,74385,-,33794,40542,49,68062,-,29894,38143,25,45,-,-,45,-,109594,-,44317,64599,678,20242,-,6652,13523,67,63710,-,28574,34588,548,16008,-,6577,9407,24,9626,-,2514,7073,39,8,-,-,8,-
112年12月,,743496,-,313285,428758,1453,87598,-,34521,52855,222,484340,-,202433,280862,1045,93187,-,42983,50146,58,78310,-,33312,44870,128,61,-,36,25,-,633542,-,270187,362718,637,65571,-,27571,37929,71,419033,-,175203,243344,486,79086,-,36649,42392,45,69804,-,30728,39041,35,48,-,36,12,-,109954,-,43098,66040,816,22027,-,6950,14926,151,65307,-,27230,37518,559,14101,-,6334,7754,13,8506,-,2584,5829,93,13,-,-,13,-
113年,,8781179,24,3633130,5131776,16249,1028778,-,407936,619729,1113,5797422,24,2369773,3414078,13547,1043825,-,474375,568662,788,909962,-,380318,528843,801,1192,-,728,464,-,7420321,15,3119337,4293514,7455,766013,-,322464,442870,679,4970632,15,2035039,2929733,5845,882145,-,414110,467554,481,800920,-,347412,453058,450,611,-,312,299,-,1360858,9,513793,838262,8794,262765,-,85472,176859,434,826790,9,334734,484345,7702,161680,-,60265,101108,307,109042,-,32906,75785,351,581,-,416,165,-
113年01月,,734112,3,305381,427306,1422,89606,-,33787,55705,114,471095,3,195351,274688,1053,93004,-,41822,51063,119,80338,-,34385,45817,136,69,-,36,33,-,620883,2,263085,357173,623,67386,-,27845,39467,74,402363,2,166836,235074,451,80260,-,36722,43481,57,70859,-,31682,39136,41,15,-,-,15,-,113229,1,42296,70133,799,22220,-,5942,16238,40,68732,1,28515,39614,602,12744,-,5100,7582,62,9479,-,2703,6681,95,54,-,36,18,-
113年02月,,624017,1,260619,362426,971,59773,-,24357,35340,76,431898,1,176855,254254,788,71127,-,31960,39091,76,61057,-,27371,33655,31,162,-,76,86,-,530611,1,222928,307153,529,44253,-,18414,25781,58,373920,1,153392,220125,402,58812,-,26850,31924,38,53540,-,24232,29277,31,86,-,40,46,-,93406,-,37691,55273,442,15520,-,5943,9559,18,57978,-,23463,34129,386,12315,-,5110,7167,38,7517,-,3139,4378,-,76,-,36,40,-
113年03月,,777074,1,327367,447892,1814,84317,-,34302,49940,75,516702,1,215936,299197,1568,98351,-,44201,54063,87,77647,-,32888,44675,84,57,-,40,17,-,668531,1,288568,379154,808,65236,-,28661,36520,55,452429,1,190705,261087,636,83437,-,39516,43863,58,67420,-,29686,37675,59,9,-,-,9,-,108543,-,38799,68738,1006,19081,-,5641,13420,20,64273,-,25231,38110,932,14914,-,4685,10200,29,10227,-,3202,7000,25,48,-,40,8,-
113年04月,,723195,3,305019,417172,1001,87114,-,35135,51929,50,477780,3,199031,277912,834,87114,-,40663,46379,72,71162,-,30190,40927,45,25,-,-,25,-,618983,3,261452,356978,550,65710,-,27986,37679,45,417573,3,171236,245925,409,74589,-,35471,39065,53,61099,-,26759,34297,43,12,-,-,12,-,104212,-,43567,60194,451,21404,-,7149,14250,5,60207,-,27795,31987,425,12525,-,5192,7314,19,10063,-,3431,6630,2,13,-,-,13,-
113年05月,,756781,4,313547,441149,2081,91300,-,36730,54491,79,499762,4,203845,294017,1896,88691,-,41003,47626,62,76990,-,31969,44977,44,38,-,-,38,-,642383,2,268254,373356,771,66534,-,27944,38540,50,430910,2,174030,256223,655,76190,-,36591,39572,27,68711,-,29689,38983,39,38,-,-,38,-,114398,2,45293,67793,1310,24766,-,8786,15951,29,68852,2,29815,37794,1241,12501,-,4412,8054,35,8279,-,2280,5994,5,-,-,-,-,-
113年06月,,776706,2,324235,451128,1341,91581,-,36452,55024,105,514426,2,214039,299248,1137,92940,-,40401,52494,45,77711,-,33343,44314,54,48,-,-,48,-,655778,1,274140,381009,628,66605,-,28348,38183,74,439045,1,178464,260094,486,80336,-,36842,43453,41,69767,-,30486,39254,27,25,-,-,25,-,120928,1,50095,70119,713,24976,-,8104,16841,31,75381,1,35575,39154,651,12604,-,3559,9041,4,7944,-,2857,5060,27,23,-,-,23,-
113年07月,,700857,-,294236,405406,1215,86196,-,34614,51507,75,453943,-,188621,264292,1030,87729,-,39616,48066,47,72965,-,31385,41517,63,24,-,-,24,-,588953,-,252009,336352,592,62912,-,26540,36329,43,388856,-,163723,224654,479,72347,-,33629,38690,28,64825,-,28117,36666,42,13,-,-,13,-,111904,-,42227,69054,623,23284,-,8074,15178,32,65087,-,24898,39638,551,15382,-,5987,9376,19,8140,-,3268,4851,21,11,-,-,11,-
113年08月,,794441,-,327877,465231,1333,93315,-,37318,55917,80,528652,-,214679,312855,1118,88954,-,41390,47495,69,83343,-,34328,48949,66,177,-,162,15,-,671140,-,282122,388360,658,69647,-,28864,40720,63,450598,-,184998,265086,514,75012,-,35642,39321,49,75760,-,32510,43218,32,123,-,108,15,-,123301,-,45755,76871,675,23668,-,8454,15197,17,78054,-,29681,47769,604,13942,-,5748,8174,20,7583,-,1818,5731,34,54,-,54,-,-
113年09月,,710061,4,293340,415641,1076,83056,-,32657,50309,90,475204,4,193133,281153,914,79262,-,37974,41242,46,72383,-,29468,42889,26,156,-,108,48,-,596060,2,251099,344435,524,61796,-,25953,35782,61,404021,2,166434,237177,408,65595,-,31691,33875,29,64558,-,26967,37565,26,90,-,54,36,-,114001,2,42241,71206,552,21260,-,6704,14527,29,71183,2,26699,43976,506,13667,-,6283,7367,17,7825,-,2501,5324,-,66,-,54,12,-
113年10月,,654896,-,265264,388243,1389,77771,-,30717,46946,108,433346,-,172724,259446,1176,74455,-,34256,40154,45,69312,-,27567,41685,60,12,-,-,12,-,554784,-,228590,325693,501,59119,-,24331,34738,50,372547,-,149145,223027,375,62595,-,29688,32878,29,60511,-,25426,35038,47,12,-,-,12,-,100112,-,36674,62550,888,18652,-,6386,12208,58,60799,-,23579,36419,801,11860,-,4568,7276,16,8801,-,2141,6647,13,-,-,-,-,-
113年11月,,740362,4,301510,437700,1148,89971,-,35067,54767,137,478217,4,193163,284225,825,88461,-,39408,48996,57,83588,-,33782,49677,129,125,-,90,35,-,617038,2,259000,357527,509,66979,-,28308,38609,62,403677,2,164046,239250,379,74191,-,34991,39167,33,72171,-,31655,40481,35,20,-,-,20,-,123324,2,42510,80173,639,22992,-,6759,16158,75,74540,2,29117,44975,446,14270,-,4417,9829,24,11417,-,2127,9196,94,105,-,90,15,-
113年12月,,788677,2,314735,472482,1458,94778,-,36800,57854,124,516397,2,202396,312791,1208,93737,-,41681,51993,63,83466,-,33642,49761,63,299,-,216,83,-,655177,1,268090,386324,762,69836,-,29270,40522,44,434693,1,172030,262011,651,78781,-,36477,42265,39,71699,-,30203,41468,28,168,-,110,58,-,133500,1,46645,86158,696,24942,-,7530,17332,80,81704,1,30366,50780,557,14956,-,5204,9728,24,11767,-,3439,8293,35,131,-,106,25,-
114年,,8486944,30,3431921,5038235,16758,997822,-,392333,604478,1011,5547970,29,2212742,3324398,10801,1025688,-,460830,563997,861,914003,1,365368,544549,4085,1457,-,644,813,-,7032318,17,2912151,4113366,6784,728432,-,303163,424728,541,4647156,16,1879456,2762567,5117,869807,-,403372,465896,539,786150,1,325876,459686,587,769,-,280,489,-,1454626,13,519770,924869,9974,269390,-,89170,179750,470,900814,13,333286,561831,5684,155881,-,57458,98101,322,127853,-,39492,84863,3498,688,-,364,324,-
114年01月,,718919,3,281332,436437,1147,79841,-,30889,48869,83,483269,2,186071,296226,970,81738,-,34404,47282,52,73889,1,29852,43994,42,182,-,116,66,-,596429,2,238748,357086,593,56424,-,22968,33406,50,406931,1,158920,247545,465,68491,-,30148,38307,36,64475,1,26653,37779,42,108,-,59,49,-,122490,1,42584,79351,554,23417,-,7921,15463,33,76338,1,27151,48681,505,13247,-,4256,8975,16,9414,-,3199,6215,-,74,-,57,17,-
114年02月,,632765,2,258572,373021,1170,65172,-,25373,39712,87,434902,2,176705,257300,895,69804,-,31299,38454,51,62557,-,24991,37429,137,330,-,204,126,-,518047,1,215753,301840,453,49407,-,20870,28485,52,354890,1,144364,210176,349,60706,-,28376,32300,30,52927,-,22089,30816,22,117,-,54,63,-,114718,1,42819,71181,717,15765,-,4503,11227,35,80012,1,32341,47124,546,9098,-,2923,6154,21,9630,-,2902,6613,115,213,-,150,63,-
114年03月,,757137,2,314265,441194,1676,85551,-,35036,50452,63,498255,2,204938,292058,1257,91132,-,41987,49042,103,82041,-,32201,49587,253,158,-,103,55,-,628504,1,266674,361199,630,62850,-,27159,35655,36,415513,1,173450,241588,474,78776,-,36489,42217,70,71273,-,29520,41703,50,92,-,56,36,-,128633,1,47591,79995,1046,22701,-,7877,14797,27,82742,1,31488,50470,783,12356,-,5498,6825,33,10768,-,2681,7884,203,66,-,47,19,-
114年04月,,714623,2,299424,413639,1558,86796,-,34596,52069,131,464740,2,193557,270289,892,86529,-,39003,47460,66,76332,-,32050,43813,469,226,-,218,8,-,585335,1,251809,332947,578,63428,-,26716,36647,65,384619,1,162862,221324,432,72401,-,34286,38065,50,64777,-,27835,36911,31,110,-,110,-,-,129288,1,47615,80692,980,23368,-,7880,15422,66,80121,1,30695,48965,460,14128,-,4717,9395,16,11555,-,4215,6902,438,116,-,108,8,-
114年05月,,741615,2,307524,432052,2037,87232,-,33231,53911,90,479374,2,198364,279786,1222,93157,-,42910,50161,86,81792,-,33019,48134,639,60,-,-,60,-,613298,1,261196,351416,685,62443,-,25889,36486,68,404662,1,168984,235168,509,77811,-,37907,39848,56,68373,-,28416,39905,52,9,-,-,9,-,128317,1,46328,80636,1352,24789,-,7342,17425,22,74712,1,29380,44618,713,15346,-,5003,10313,30,13419,-,4603,8229,587,51,-,-,51,-
114年06月,,725027,6,290469,433014,1538,85430,-,34115,51217,98,469335,6,184804,283677,848,89727,-,40186,49459,82,80514,-,31364,48640,510,21,-,-,21,-,600797,3,243540,356491,763,61434,-,25767,35608,59,394313,3,154333,239416,561,76224,-,35458,40709,57,68810,-,27982,40742,86,16,-,-,16,-,124230,3,46929,76523,775,23996,-,8348,15609,39,75022,3,30471,44261,287,13503,-,4728,8750,25,11704,-,3382,7898,424,5,-,-,5,-
114年07月,,700389,2,280883,418303,1201,84952,-,33977,50896,79,454856,2,178582,275598,674,83625,-,38095,45457,73,76939,-,30228,46336,375,17,-,1,16,-,583312,1,240581,342163,567,61794,-,26296,35467,31,386115,1,154164,231541,409,69778,-,32784,36937,57,65608,-,27336,38202,70,17,-,1,16,-,117077,1,40302,76140,634,23158,-,7681,15429,48,68741,1,24418,44057,265,13847,-,5311,8520,16,11331,-,2892,8134,305,-,-,-,-,-
114年08月,,729728,4,300665,427793,1266,86698,-,34313,52269,116,478654,4,194891,282891,868,90368,-,41309,48991,68,73933,-,30151,43568,214,75,-,1,74,-,609212,2,256131,352529,550,63653,-,26085,37521,47,402717,2,166220,236081,414,77649,-,35967,41641,41,65137,-,27859,37230,48,56,-,-,56,-,120516,2,44534,75264,716,23045,-,8228,14748,69,75937,2,28671,46810,454,12719,-,5342,7350,27,8796,-,2292,6338,166,19,-,1,18,-
114年09月,,667554,-,270207,395926,1421,83964,-,32959,50907,98,434277,-,172896,260588,793,81632,-,36627,44962,43,67592,-,27721,39384,487,85,-,-,85,-,548033,-,230332,317297,404,60158,-,24821,35286,51,360157,-,148209,211652,296,69636,-,31914,37704,18,58015,-,25384,32592,39,63,-,-,63,-,119521,-,39875,78629,1017,23806,-,8138,15621,47,74120,-,24687,48936,497,11996,-,4713,7258,25,9577,-,2337,6792,448,22,-,-,22,-
114年10月,,669980,2,273983,394829,1166,76685,-,29265,47321,99,441812,2,179312,261773,725,80539,-,36729,43748,62,70804,-,28677,41847,280,140,-,-,140,-,558352,2,231853,326035,462,57903,-,23108,34765,30,369187,2,150864,217955,366,68705,-,31925,36749,31,62479,-,25956,36488,35,78,-,-,78,-,111628,-,42130,68794,704,18782,-,6157,12556,69,72625,-,28448,43818,359,11834,-,4804,6999,31,8325,-,2721,5359,245,62,-,-,62,-
114年11月,,676133,5,266807,408157,1164,85005,-,33432,51532,41,431534,5,165415,265391,723,83659,-,37849,45732,78,75870,-,30110,45438,322,65,-,1,64,-,564851,3,229601,334753,494,63174,-,26584,36563,27,365548,3,143922,221239,384,71241,-,32926,38282,33,64853,-,26169,38634,50,35,-,-,35,-,111282,2,37206,73404,670,21831,-,6848,14969,14,65986,2,21493,44152,339,12418,-,4923,7450,45,11017,-,3941,6804,272,30,-,1,29,-
114年12月,,753074,-,287790,463870,1414,90496,-,35147,55323,26,476962,-,177207,298821,934,93778,-,40432,53249,97,91740,-,35004,56379,357,98,-,-,98,-,626148,-,245933,379610,605,65764,-,26900,38839,25,402504,-,153164,248882,458,78389,-,35192,43137,60,79423,-,30677,48684,62,68,-,-,68,-,126926,-,41857,84260,809,24732,-,8247,16484,1,74458,-,24043,49939,476,15389,-,5240,10112,37,12317,-,4327,7695,295,30,-,-,30,-
115年(至04月),,2743768,11,1106427,1632484,4846,326771,-,127352,199152,267,1767400,11,706626,1057721,3042,325616,-,144685,180645,286,323812,-,127764,194797,1251,169,-,-,169,-,2274489,9,940206,1332023,2251,238529,-,96874,141490,165,1480002,9,600147,878202,1644,278511,-,128252,150085,174,277359,-,114933,162158,268,88,-,-,88,-,469279,2,166221,300461,2595,88242,-,30478,57662,102,287398,2,106479,179519,1398,47105,-,16433,30560,112,46453,-,12831,32639,983,81,-,-,81,-
115年01月,,730661,2,289658,439488,1513,90686,-,35094,55550,42,468441,2,183007,284467,965,86052,-,38496,47487,69,85389,-,33061,51891,437,93,-,-,93,-,603916,2,244225,359123,566,64364,-,25394,38939,31,392547,2,154407,237708,430,73760,-,34311,39415,34,73197,-,30113,43013,71,48,-,-,48,-,126745,-,45433,80365,947,26322,-,9700,16611,11,75894,-,28600,46759,535,12292,-,4185,8072,35,12192,-,2948,8878,366,45,-,-,45,-
115年02月,,586953,1,238136,347795,1021,66148,-,24939,41132,77,387161,1,157619,228855,686,65663,-,28389,37209,65,67952,-,27189,40570,193,29,-,-,29,-,487116,1,199480,287054,581,47181,-,19069,28061,51,325415,1,130982,194034,398,55223,-,24729,30449,45,59281,-,24700,34494,87,16,-,-,16,-,99837,-,38656,60741,440,18967,-,5870,13071,26,61746,-,26637,34821,288,10440,-,3660,6760,20,8671,-,2489,6076,106,13,-,-,13,-
115年03月,,738739,6,297524,439919,1290,82776,-,33250,49452,74,474331,6,188840,284622,863,89764,-,39158,50523,83,91832,-,36276,55286,270,36,-,-,36,-,611782,5,254228,356925,624,63521,-,26431,37050,40,393911,5,160833,232601,472,76705,-,35064,41590,51,77632,-,31900,45671,61,13,-,-,13,-,126957,1,43296,82994,666,19255,-,6819,12402,34,80420,1,28007,52021,391,13059,-,4094,8933,32,14200,-,4376,9615,209,23,-,-,23,-
115年04月,,687415,2,281109,405282,1022,87161,-,34069,53018,74,437467,2,177160,259777,528,84137,-,38642,45426,69,78639,-,31238,47050,351,11,-,-,11,-,571675,1,242273,328921,480,63463,-,25980,37440,43,368129,1,153925,213859,344,72823,-,34148,38631,44,67249,-,28220,38980,49,11,-,-,11,-,115740,1,38836,76361,542,23698,-,8089,15578,31,69338,1,23235,45918,184,11314,-,4494,6795,25,11390,-,3018,8070,302,-,-,-,-,-
單位：個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"說明：
  1.總計含花蓮港、安平港及蘇澳港。
  2.國際商港貨櫃裝卸量統計自105年起包含國內航線貨櫃裝卸量。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料來源：臺灣港務股份有限公司。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
