ym,ds,port,empty_full_type,container_count,container_teu_est
202101,2021-01-01,基隆港,實櫃,69962,109232.5
202101,2021-01-01,基隆港,空櫃,16157,27560
202101,2021-01-01,基隆港,總計,86119,136792.5
202101,2021-01-01,安平港,實櫃,0,0
202101,2021-01-01,安平港,空櫃,0,0
202101,2021-01-01,安平港,總計,0,0
202101,2021-01-01,港口別總計,實櫃,720707,1109393.25
202101,2021-01-01,港口別總計,空櫃,128936,199490
202101,2021-01-01,港口別總計,總計,849643,1308883.25
202101,2021-01-01,臺中港,實櫃,94701,142529
202101,2021-01-01,臺中港,空櫃,20415,29559
202101,2021-01-01,臺中港,總計,115116,172088
202101,2021-01-01,臺北港,實櫃,88751,135256
202101,2021-01-01,臺北港,空櫃,19590,31645
202101,2021-01-01,臺北港,總計,108341,166901
202101,2021-01-01,高雄港,實櫃,467293,722375.75
202101,2021-01-01,高雄港,空櫃,72774,110726
202101,2021-01-01,高雄港,總計,540067,833101.75
202102,2021-02-01,基隆港,實櫃,50867,78524.5
202102,2021-02-01,基隆港,空櫃,13786,22886.25
202102,2021-02-01,基隆港,總計,64653,101410.75
202102,2021-02-01,安平港,實櫃,0,0
202102,2021-02-01,安平港,空櫃,0,0
202102,2021-02-01,安平港,總計,0,0
202102,2021-02-01,港口別總計,實櫃,615315,949905.5
202102,2021-02-01,港口別總計,空櫃,113004,168361.25
202102,2021-02-01,港口別總計,總計,728319,1118266.75
202102,2021-02-01,臺中港,實櫃,75142,113857.25
202102,2021-02-01,臺中港,空櫃,14879,21689
202102,2021-02-01,臺中港,總計,90021,135546.25
202102,2021-02-01,臺北港,實櫃,78717,120484.5
202102,2021-02-01,臺北港,空櫃,14898,22297.5
202102,2021-02-01,臺北港,總計,93615,142782
202102,2021-02-01,高雄港,實櫃,410589,637039.25
202102,2021-02-01,高雄港,空櫃,69441,101488.5
202102,2021-02-01,高雄港,總計,480030,738527.75
202103,2021-03-01,基隆港,實櫃,71592,110866.25
202103,2021-03-01,基隆港,空櫃,14565,23629.75
202103,2021-03-01,基隆港,總計,86157,134496
202103,2021-03-01,安平港,實櫃,0,0
202103,2021-03-01,安平港,空櫃,0,0
202103,2021-03-01,安平港,總計,0,0
202103,2021-03-01,港口別總計,實櫃,741887,1144151.25
202103,2021-03-01,港口別總計,空櫃,125806,199059.5
202103,2021-03-01,港口別總計,總計,867693,1343210.75
202103,2021-03-01,臺中港,實櫃,93160,140118.5
202103,2021-03-01,臺中港,空櫃,19505,29720.75
202103,2021-03-01,臺中港,總計,112665,169839.25
202103,2021-03-01,臺北港,實櫃,95652,147327.75
202103,2021-03-01,臺北港,空櫃,15689,27056.25
202103,2021-03-01,臺北港,總計,111341,174384
202103,2021-03-01,高雄港,實櫃,481483,745838.75
202103,2021-03-01,高雄港,空櫃,76047,118652.75
202103,2021-03-01,高雄港,總計,557530,864491.5
202104,2021-04-01,基隆港,實櫃,69029,107701.75
202104,2021-04-01,基隆港,空櫃,16870,27841.75
202104,2021-04-01,基隆港,總計,85899,135543.5
202104,2021-04-01,安平港,實櫃,0,0
202104,2021-04-01,安平港,空櫃,0,0
202104,2021-04-01,安平港,總計,0,0
202104,2021-04-01,港口別總計,實櫃,717723,1110162
202104,2021-04-01,港口別總計,空櫃,123560,193787
202104,2021-04-01,港口別總計,總計,841283,1303949
202104,2021-04-01,臺中港,實櫃,91280,138302.25
202104,2021-04-01,臺中港,空櫃,18853,28212.25
202104,2021-04-01,臺中港,總計,110133,166514.5
202104,2021-04-01,臺北港,實櫃,96318,150861.25
202104,2021-04-01,臺北港,空櫃,17534,29828.5
202104,2021-04-01,臺北港,總計,113852,180689.75
202104,2021-04-01,高雄港,實櫃,461096,713296.75
202104,2021-04-01,高雄港,空櫃,70303,107904.5
202104,2021-04-01,高雄港,總計,531399,821201.25
202105,2021-05-01,基隆港,實櫃,72098,112713.25
202105,2021-05-01,基隆港,空櫃,16509,28393
202105,2021-05-01,基隆港,總計,88607,141106.25
202105,2021-05-01,安平港,實櫃,7,7
202105,2021-05-01,安平港,空櫃,0,0
202105,2021-05-01,安平港,總計,7,7
202105,2021-05-01,港口別總計,實櫃,742807,1155681.75
202105,2021-05-01,港口別總計,空櫃,121777,185653.5
202105,2021-05-01,港口別總計,總計,864584,1341335.25
202105,2021-05-01,臺中港,實櫃,94733,144465.25
202105,2021-05-01,臺中港,空櫃,18122,27341.25
202105,2021-05-01,臺中港,總計,112855,171806.5
202105,2021-05-01,臺北港,實櫃,98757,155053.75
202105,2021-05-01,臺北港,空櫃,15389,24054.75
202105,2021-05-01,臺北港,總計,114146,179108.5
202105,2021-05-01,高雄港,實櫃,477212,743442.5
202105,2021-05-01,高雄港,空櫃,71757,105864.5
202105,2021-05-01,高雄港,總計,548969,849307
202106,2021-06-01,基隆港,實櫃,62228,96719.5
202106,2021-06-01,基隆港,空櫃,18240,30289.5
202106,2021-06-01,基隆港,總計,80468,127009
202106,2021-06-01,安平港,實櫃,0,0
202106,2021-06-01,安平港,空櫃,0,0
202106,2021-06-01,安平港,總計,0,0
202106,2021-06-01,港口別總計,實櫃,704730,1098217.5
202106,2021-06-01,港口別總計,空櫃,130866,203325.5
202106,2021-06-01,港口別總計,總計,835596,1301543
202106,2021-06-01,臺中港,實櫃,87138,132760
202106,2021-06-01,臺中港,空櫃,19225,29529.75
202106,2021-06-01,臺中港,總計,106363,162289.75
202106,2021-06-01,臺北港,實櫃,91082,143924
202106,2021-06-01,臺北港,空櫃,17768,29095
202106,2021-06-01,臺北港,總計,108850,173019
202106,2021-06-01,高雄港,實櫃,464282,724814
202106,2021-06-01,高雄港,空櫃,75633,114411.25
202106,2021-06-01,高雄港,總計,539915,839225.25
202107,2021-07-01,基隆港,實櫃,65202,100804
202107,2021-07-01,基隆港,空櫃,16571,27703.5
202107,2021-07-01,基隆港,總計,81773,128507.5
202107,2021-07-01,安平港,實櫃,0,0
202107,2021-07-01,安平港,空櫃,0,0
202107,2021-07-01,安平港,總計,0,0
202107,2021-07-01,港口別總計,實櫃,720934,1122666.5
202107,2021-07-01,港口別總計,空櫃,115388,180903
202107,2021-07-01,港口別總計,總計,836322,1303569.5
202107,2021-07-01,臺中港,實櫃,93061,142102
202107,2021-07-01,臺中港,空櫃,16826,26523
202107,2021-07-01,臺中港,總計,109887,168625
202107,2021-07-01,臺北港,實櫃,91915,145923.5
202107,2021-07-01,臺北港,空櫃,14691,25443.25
202107,2021-07-01,臺北港,總計,106606,171366.75
202107,2021-07-01,高雄港,實櫃,470756,733837
202107,2021-07-01,高雄港,空櫃,67300,101233.25
202107,2021-07-01,高雄港,總計,538056,835070.25
202108,2021-08-01,基隆港,實櫃,71259,111175.5
202108,2021-08-01,基隆港,空櫃,17874,30107
202108,2021-08-01,基隆港,總計,89133,141282.5
202108,2021-08-01,安平港,實櫃,18,36
202108,2021-08-01,安平港,空櫃,0,0
202108,2021-08-01,安平港,總計,18,36
202108,2021-08-01,港口別總計,實櫃,720948,1127427.75
202108,2021-08-01,港口別總計,空櫃,113305,176488.5
202108,2021-08-01,港口別總計,總計,834253,1303916.25
202108,2021-08-01,臺中港,實櫃,95325,145110.25
202108,2021-08-01,臺中港,空櫃,18897,28321.25
202108,2021-08-01,臺中港,總計,114222,173431.5
202108,2021-08-01,臺北港,實櫃,85628,136834.5
202108,2021-08-01,臺北港,空櫃,11902,20664.5
202108,2021-08-01,臺北港,總計,97530,157499
202108,2021-08-01,高雄港,實櫃,468718,734271.5
202108,2021-08-01,高雄港,空櫃,64632,97395.75
202108,2021-08-01,高雄港,總計,533350,831667.25
202109,2021-09-01,基隆港,實櫃,66116,102697.5
202109,2021-09-01,基隆港,空櫃,18004,29957.75
202109,2021-09-01,基隆港,總計,84120,132655.25
202109,2021-09-01,安平港,實櫃,18,36
202109,2021-09-01,安平港,空櫃,0,0
202109,2021-09-01,安平港,總計,18,36
202109,2021-09-01,港口別總計,實櫃,696351,1089747
202109,2021-09-01,港口別總計,空櫃,113162,180589
202109,2021-09-01,港口別總計,總計,809513,1270336
202109,2021-09-01,臺中港,實櫃,85312,129900
202109,2021-09-01,臺中港,空櫃,16543,25901.25
202109,2021-09-01,臺中港,總計,101855,155801.25
202109,2021-09-01,臺北港,實櫃,92812,147572
202109,2021-09-01,臺北港,空櫃,15589,25064
202109,2021-09-01,臺北港,總計,108401,172636
202109,2021-09-01,高雄港,實櫃,452093,709541.5
202109,2021-09-01,高雄港,空櫃,63026,99666
202109,2021-09-01,高雄港,總計,515119,809207.5
202110,2021-10-01,基隆港,實櫃,63383,99134.25
202110,2021-10-01,基隆港,空櫃,16094,26637.25
202110,2021-10-01,基隆港,總計,79477,125771.5
202110,2021-10-01,安平港,實櫃,4,8
202110,2021-10-01,安平港,空櫃,0,0
202110,2021-10-01,安平港,總計,4,8
202110,2021-10-01,港口別總計,實櫃,693343,1078779
202110,2021-10-01,港口別總計,空櫃,119024,189379.25
202110,2021-10-01,港口別總計,總計,812367,1268158.25
202110,2021-10-01,臺中港,實櫃,90624,138038.25
202110,2021-10-01,臺中港,空櫃,21018,33197.5
202110,2021-10-01,臺中港,總計,111642,171235.75
202110,2021-10-01,臺北港,實櫃,84848,134257.75
202110,2021-10-01,臺北港,空櫃,15499,26877.75
202110,2021-10-01,臺北港,總計,100347,161135.5
202110,2021-10-01,高雄港,實櫃,454484,707340.75
202110,2021-10-01,高雄港,空櫃,66413,102666.75
202110,2021-10-01,高雄港,總計,520897,810007.5
202111,2021-11-01,基隆港,實櫃,73552,114703.25
202111,2021-11-01,基隆港,空櫃,17557,29472
202111,2021-11-01,基隆港,總計,91109,144175.25
202111,2021-11-01,安平港,實櫃,32,64
202111,2021-11-01,安平港,空櫃,0,0
202111,2021-11-01,安平港,總計,32,64
202111,2021-11-01,港口別總計,實櫃,701993,1102009.5
202111,2021-11-01,港口別總計,空櫃,123079,194845
202111,2021-11-01,港口別總計,總計,825072,1296854.5
202111,2021-11-01,臺中港,實櫃,87448,133963.75
202111,2021-11-01,臺中港,空櫃,16723,25838.5
202111,2021-11-01,臺中港,總計,104171,159802.25
202111,2021-11-01,臺北港,實櫃,85492,138682.75
202111,2021-11-01,臺北港,空櫃,16718,28351.5
202111,2021-11-01,臺北港,總計,102210,167034.25
202111,2021-11-01,高雄港,實櫃,455469,714595.75
202111,2021-11-01,高雄港,空櫃,72081,111183
202111,2021-11-01,高雄港,總計,527550,825778.75
202112,2021-12-01,基隆港,實櫃,74846,117665.25
202112,2021-12-01,基隆港,空櫃,21230,34976.5
202112,2021-12-01,基隆港,總計,96076,152641.75
202112,2021-12-01,安平港,實櫃,112,214
202112,2021-12-01,安平港,空櫃,8,16
202112,2021-12-01,安平港,總計,120,230
202112,2021-12-01,港口別總計,實櫃,715545,1120384
202112,2021-12-01,港口別總計,空櫃,110416,174231.5
202112,2021-12-01,港口別總計,總計,825961,1294615.5
202112,2021-12-01,臺中港,實櫃,93253,142637.5
202112,2021-12-01,臺中港,空櫃,19080,29677
202112,2021-12-01,臺中港,總計,112333,172314.5
202112,2021-12-01,臺北港,實櫃,86604,139713
202112,2021-12-01,臺北港,空櫃,14057,22863.5
202112,2021-12-01,臺北港,總計,100661,162576.5
202112,2021-12-01,高雄港,實櫃,460730,720154.25
202112,2021-12-01,高雄港,空櫃,56041,86698.5
202112,2021-12-01,高雄港,總計,516771,806852.75
202201,2022-01-01,基隆港,實櫃,67024,105467
202201,2022-01-01,基隆港,空櫃,22274,36285.75
202201,2022-01-01,基隆港,總計,89298,141752.75
202201,2022-01-01,安平港,實櫃,0,0
202201,2022-01-01,安平港,空櫃,0,0
202201,2022-01-01,安平港,總計,0,0
202201,2022-01-01,港口別總計,實櫃,685389,1082924.25
202201,2022-01-01,港口別總計,空櫃,121427,189946.75
202201,2022-01-01,港口別總計,總計,806816,1272871
202201,2022-01-01,臺中港,實櫃,82225,126539.5
202201,2022-01-01,臺中港,空櫃,18579,29663.75
202201,2022-01-01,臺中港,總計,100804,156203.25
202201,2022-01-01,臺北港,實櫃,77905,125674.75
202201,2022-01-01,臺北港,空櫃,12986,21906.75
202201,2022-01-01,臺北港,總計,90891,147581.5
202201,2022-01-01,高雄港,實櫃,458235,725243
202201,2022-01-01,高雄港,空櫃,67588,102090.5
202201,2022-01-01,高雄港,總計,525823,827333.5
202202,2022-02-01,基隆港,實櫃,53161,83818
202202,2022-02-01,基隆港,空櫃,13601,21859.5
202202,2022-02-01,基隆港,總計,66762,105677.5
202202,2022-02-01,安平港,實櫃,59,98
202202,2022-02-01,安平港,空櫃,25,50
202202,2022-02-01,安平港,總計,84,148
202202,2022-02-01,港口別總計,實櫃,594644,935195.5
202202,2022-02-01,港口別總計,空櫃,96094,153453.5
202202,2022-02-01,港口別總計,總計,690738,1088649
202202,2022-02-01,臺中港,實櫃,75855,115730.75
202202,2022-02-01,臺中港,空櫃,12219,19424
202202,2022-02-01,臺中港,總計,88074,135154.75
202202,2022-02-01,臺北港,實櫃,69378,111912.75
202202,2022-02-01,臺北港,空櫃,11233,19314.75
202202,2022-02-01,臺北港,總計,80611,131227.5
202202,2022-02-01,高雄港,實櫃,396191,623636
202202,2022-02-01,高雄港,空櫃,59016,92805.25
202202,2022-02-01,高雄港,總計,455207,716441.25
202203,2022-03-01,基隆港,實櫃,70930,111078.25
202203,2022-03-01,基隆港,空櫃,17413,28798
202203,2022-03-01,基隆港,總計,88343,139876.25
202203,2022-03-01,安平港,實櫃,163,229
202203,2022-03-01,安平港,空櫃,18,18
202203,2022-03-01,安平港,總計,181,247
202203,2022-03-01,港口別總計,實櫃,718780,1128427
202203,2022-03-01,港口別總計,空櫃,126471,196500.75
202203,2022-03-01,港口別總計,總計,845251,1324927.75
202203,2022-03-01,臺中港,實櫃,89722,136663.5
202203,2022-03-01,臺中港,空櫃,21970,33575.75
202203,2022-03-01,臺中港,總計,111692,170239.25
202203,2022-03-01,臺北港,實櫃,77449,123330
202203,2022-03-01,臺北港,空櫃,16431,29410
202203,2022-03-01,臺北港,總計,93880,152740
202203,2022-03-01,高雄港,實櫃,480516,757126.25
202203,2022-03-01,高雄港,空櫃,70639,104699
202203,2022-03-01,高雄港,總計,551155,861825.25
202204,2022-04-01,基隆港,實櫃,66565,104885.75
202204,2022-04-01,基隆港,空櫃,17151,28605
202204,2022-04-01,基隆港,總計,83716,133490.75
202204,2022-04-01,安平港,實櫃,33,66
202204,2022-04-01,安平港,空櫃,10,20
202204,2022-04-01,安平港,總計,43,86
202204,2022-04-01,港口別總計,實櫃,680528,1072159.75
202204,2022-04-01,港口別總計,空櫃,120423,188266.75
202204,2022-04-01,港口別總計,總計,800951,1260426.5
202204,2022-04-01,臺中港,實櫃,83148,126528.75
202204,2022-04-01,臺中港,空櫃,19225,29427.75
202204,2022-04-01,臺中港,總計,102373,155956.5
202204,2022-04-01,臺北港,實櫃,83804,134957.75
202204,2022-04-01,臺北港,空櫃,16515,27680.5
202204,2022-04-01,臺北港,總計,100319,162638.25
202204,2022-04-01,高雄港,實櫃,446978,705721.5
202204,2022-04-01,高雄港,空櫃,67522,102533.5
202204,2022-04-01,高雄港,總計,514500,808255
202205,2022-05-01,基隆港,實櫃,68970,108516.5
202205,2022-05-01,基隆港,空櫃,18927,31396.75
202205,2022-05-01,基隆港,總計,87897,139913.25
202205,2022-05-01,安平港,實櫃,89,139
202205,2022-05-01,安平港,空櫃,11,20
202205,2022-05-01,安平港,總計,100,159
202205,2022-05-01,港口別總計,實櫃,678808,1065007.5
202205,2022-05-01,港口別總計,空櫃,121434,192830.75
202205,2022-05-01,港口別總計,總計,800242,1257838.25
202205,2022-05-01,臺中港,實櫃,87785,133750
202205,2022-05-01,臺中港,空櫃,17521,27327.75
202205,2022-05-01,臺中港,總計,105306,161077.75
202205,2022-05-01,臺北港,實櫃,82194,131414.75
202205,2022-05-01,臺北港,空櫃,17510,28840
202205,2022-05-01,臺北港,總計,99704,160254.75
202205,2022-05-01,高雄港,實櫃,439770,691187.25
202205,2022-05-01,高雄港,空櫃,67465,105246.25
202205,2022-05-01,高雄港,總計,507235,796433.5
202206,2022-06-01,基隆港,實櫃,71849,112895.5
202206,2022-06-01,基隆港,空櫃,20643,34489
202206,2022-06-01,基隆港,總計,92492,147384.5
202206,2022-06-01,安平港,實櫃,29,58
202206,2022-06-01,安平港,空櫃,39,39
202206,2022-06-01,安平港,總計,68,97
202206,2022-06-01,港口別總計,實櫃,710031,1124169.75
202206,2022-06-01,港口別總計,空櫃,124200,196963.5
202206,2022-06-01,港口別總計,總計,834231,1321133.25
202206,2022-06-01,臺中港,實櫃,83609,127976.5
202206,2022-06-01,臺中港,空櫃,17257,26870
202206,2022-06-01,臺中港,總計,100866,154846.5
202206,2022-06-01,臺北港,實櫃,76168,121651.75
202206,2022-06-01,臺北港,空櫃,15568,25518.25
202206,2022-06-01,臺北港,總計,91736,147170
202206,2022-06-01,高雄港,實櫃,478376,761588
202206,2022-06-01,高雄港,空櫃,70693,110047.25
202206,2022-06-01,高雄港,總計,549069,871635.25
202207,2022-07-01,基隆港,實櫃,71808,113377.5
202207,2022-07-01,基隆港,空櫃,23445,39129.75
202207,2022-07-01,基隆港,總計,95253,152507.25
202207,2022-07-01,安平港,實櫃,74,102
202207,2022-07-01,安平港,空櫃,27,53
202207,2022-07-01,安平港,總計,101,155
202207,2022-07-01,港口別總計,實櫃,699851,1103606.5
202207,2022-07-01,港口別總計,空櫃,127572,203931.5
202207,2022-07-01,港口別總計,總計,827423,1307538
202207,2022-07-01,臺中港,實櫃,86245,131930
202207,2022-07-01,臺中港,空櫃,13995,21581.75
202207,2022-07-01,臺中港,總計,100240,153511.75
202207,2022-07-01,臺北港,實櫃,79434,127334.75
202207,2022-07-01,臺北港,空櫃,17746,29706
202207,2022-07-01,臺北港,總計,97180,157040.75
202207,2022-07-01,高雄港,實櫃,462290,730862.25
202207,2022-07-01,高雄港,空櫃,72359,113461
202207,2022-07-01,高雄港,總計,534649,844323.25
202208,2022-08-01,基隆港,實櫃,66377,104649.5
202208,2022-08-01,基隆港,空櫃,21137,35702.5
202208,2022-08-01,基隆港,總計,87514,140352
202208,2022-08-01,安平港,實櫃,129,222
202208,2022-08-01,安平港,空櫃,46,56
202208,2022-08-01,安平港,總計,175,278
202208,2022-08-01,港口別總計,實櫃,655631,1034261
202208,2022-08-01,港口別總計,空櫃,130435,206795.25
202208,2022-08-01,港口別總計,總計,786066,1241056.25
202208,2022-08-01,臺中港,實櫃,80115,123811.25
202208,2022-08-01,臺中港,空櫃,15196,24537.5
202208,2022-08-01,臺中港,總計,95311,148348.75
202208,2022-08-01,臺北港,實櫃,70569,113463.75
202208,2022-08-01,臺北港,空櫃,20999,37408
202208,2022-08-01,臺北港,總計,91568,150871.75
202208,2022-08-01,高雄港,實櫃,438441,692114.5
202208,2022-08-01,高雄港,空櫃,73057,109091.25
202208,2022-08-01,高雄港,總計,511498,801205.75
202209,2022-09-01,基隆港,實櫃,60219,95401.25
202209,2022-09-01,基隆港,空櫃,15955,27046
202209,2022-09-01,基隆港,總計,76174,122447.25
202209,2022-09-01,安平港,實櫃,78,120
202209,2022-09-01,安平港,空櫃,94,124
202209,2022-09-01,安平港,總計,172,244
202209,2022-09-01,港口別總計,實櫃,589408,930224.75
202209,2022-09-01,港口別總計,空櫃,115373,181367.75
202209,2022-09-01,港口別總計,總計,704781,1111592.5
202209,2022-09-01,臺中港,實櫃,67955,103748.25
202209,2022-09-01,臺中港,空櫃,16730,26545
202209,2022-09-01,臺中港,總計,84685,130293.25
202209,2022-09-01,臺北港,實櫃,64202,103428.75
202209,2022-09-01,臺北港,空櫃,18358,30514.25
202209,2022-09-01,臺北港,總計,82560,133943
202209,2022-09-01,高雄港,實櫃,396954,627526.5
202209,2022-09-01,高雄港,空櫃,64236,97138.5
202209,2022-09-01,高雄港,總計,461190,724665
202210,2022-10-01,基隆港,實櫃,61219,97124
202210,2022-10-01,基隆港,空櫃,17232,28730.5
202210,2022-10-01,基隆港,總計,78451,125854.5
202210,2022-10-01,安平港,實櫃,44,52
202210,2022-10-01,安平港,空櫃,20,40
202210,2022-10-01,安平港,總計,64,92
